week_end,google_trends,ticker
2022-09-23,,SPY
2022-09-30,,SPY
2022-10-07,26.0,SPY
2022-10-14,,SPY
2022-10-21,,SPY
2022-10-28,,SPY
2022-11-04,23.0,SPY
2022-11-11,,SPY
2022-11-18,,SPY
2022-11-25,,SPY
2022-12-02,21.0,SPY
2022-12-09,,SPY
2022-12-16,,SPY
2022-12-23,,SPY
2022-12-30,,SPY
2023-01-06,23.0,SPY
2023-01-13,,SPY
2023-01-20,,SPY
2023-01-27,,SPY
2023-02-03,24.0,SPY
2023-02-10,,SPY
2023-02-17,,SPY
2023-02-24,,SPY
2023-03-03,24.0,SPY
2023-03-10,,SPY
2023-03-17,,SPY
2023-03-24,,SPY
2023-03-31,,SPY
2023-04-07,20.0,SPY
2023-04-14,,SPY
2023-04-21,,SPY
2023-04-28,,SPY
2023-05-05,20.0,SPY
2023-05-12,,SPY
2023-05-19,,SPY
2023-05-26,,SPY
2023-06-02,20.0,SPY
2023-06-09,,SPY
2023-06-16,,SPY
2023-06-23,,SPY
2023-06-30,,SPY
2023-07-07,21.0,SPY
2023-07-14,,SPY
2023-07-21,,SPY
2023-07-28,,SPY
2023-08-04,22.0,SPY
2023-08-11,,SPY
2023-08-18,,SPY
2023-08-25,,SPY
2023-09-01,19.0,SPY
2023-09-08,,SPY
2023-09-15,,SPY
2023-09-22,,SPY
2023-09-29,,SPY
2023-10-06,21.0,SPY
2023-10-13,,SPY
2023-10-20,,SPY
2023-10-27,,SPY
2023-11-03,22.0,SPY
2023-11-10,,SPY
2023-11-17,,SPY
2023-11-24,,SPY
2023-12-01,23.0,SPY
2023-12-08,,SPY
2023-12-15,,SPY
2023-12-22,,SPY
2023-12-29,,SPY
2024-01-05,25.0,SPY
2024-01-12,,SPY
2024-01-19,,SPY
2024-01-26,,SPY
2024-02-02,26.0,SPY
2024-02-09,,SPY
2024-02-16,,SPY
2024-02-23,,SPY
2024-03-01,24.0,SPY
2024-03-08,,SPY
2024-03-15,,SPY
2024-03-22,,SPY
2024-03-29,,SPY
2024-04-05,26.0,SPY
2024-04-12,,SPY
2024-04-19,,SPY
2024-04-26,,SPY
2024-05-03,24.0,SPY
2024-05-10,,SPY
2024-05-17,,SPY
2024-05-24,,SPY
2024-05-31,,SPY
2024-06-07,24.0,SPY
2024-06-14,,SPY
2024-06-21,,SPY
2024-06-28,,SPY
2024-07-05,28.0,SPY
2024-07-12,,SPY
2024-07-19,,SPY
2024-07-26,,SPY
2024-08-02,38.0,SPY
2024-08-09,,SPY
2024-08-16,,SPY
2024-08-23,,SPY
2024-08-30,,SPY
2024-09-06,29.0,SPY
2024-09-13,,SPY
2024-09-20,,SPY
2024-09-27,,SPY
2024-10-04,29.0,SPY
2024-10-11,,SPY
2024-10-18,,SPY
2024-10-25,,SPY
2024-11-01,35.0,SPY
2024-11-08,,SPY
2024-11-15,,SPY
2024-11-22,,SPY
2024-11-29,,SPY
2024-12-06,33.0,SPY
2024-12-13,,SPY
2024-12-20,,SPY
2024-12-27,,SPY
2025-01-03,39.0,SPY
2025-01-10,,SPY
2025-01-17,,SPY
2025-01-24,,SPY
2025-01-31,,SPY
2025-02-07,38.0,SPY
2025-02-14,,SPY
2025-02-21,,SPY
2025-02-28,,SPY
2025-03-07,56.0,SPY
2025-03-14,,SPY
2025-03-21,,SPY
2025-03-28,,SPY
2025-04-04,100.0,SPY
2025-04-11,,SPY
2025-04-18,,SPY
2025-04-25,,SPY
2025-05-02,42.0,SPY
2025-05-09,,SPY
2025-05-16,,SPY
2025-05-23,,SPY
2025-05-30,,SPY
2025-06-06,40.0,SPY
2025-06-13,,SPY
2025-06-20,,SPY
2025-06-27,,SPY
2025-07-04,42.0,SPY
2025-07-11,,SPY
2025-07-18,,SPY
2025-07-25,,SPY
2025-08-01,77.0,SPY
2025-08-08,,SPY
2025-08-15,,SPY
2025-08-22,,SPY
2025-08-29,,SPY
2025-09-05,66.0,SPY
2025-09-12,,SPY
2025-09-19,,SPY
2025-09-26,,SPY
2025-10-03,66.0,SPY
2025-10-10,,SPY
2025-10-17,,SPY
2025-10-24,,SPY
2025-10-31,,SPY
2025-11-07,62.0,SPY
2025-11-14,,SPY
2025-11-21,,SPY
2025-11-28,,SPY
2025-12-05,60.0,SPY
2025-12-12,,SPY
2025-12-19,,SPY
2025-12-26,,SPY
2026-01-02,60.0,SPY
2020-01-03,19.0,TSLA
2020-01-10,,TSLA
2020-01-17,,TSLA
2020-01-24,,TSLA
2020-01-31,,TSLA
2020-02-07,40.0,TSLA
2020-02-14,,TSLA
2020-02-21,,TSLA
2020-02-28,,TSLA
2020-03-06,31.0,TSLA
2020-03-13,,TSLA
2020-03-20,,TSLA
2020-03-27,,TSLA
2020-04-03,22.0,TSLA
2020-04-10,,TSLA
2020-04-17,,TSLA
2020-04-24,,TSLA
2020-05-01,19.0,TSLA
2020-05-08,,TSLA
2020-05-15,,TSLA
2020-05-22,,TSLA
2020-05-29,,TSLA
2020-06-05,19.0,TSLA
2020-06-12,,TSLA
2020-06-19,,TSLA
2020-06-26,,TSLA
2020-07-03,43.0,TSLA
2020-07-10,,TSLA
2020-07-17,,TSLA
2020-07-24,,TSLA
2020-07-31,,TSLA
2020-08-07,44.0,TSLA
2020-08-14,,TSLA
2020-08-21,,TSLA
2020-08-28,,TSLA
2020-09-04,69.0,TSLA
2020-09-11,,TSLA
2020-09-18,,TSLA
2020-09-25,,TSLA
2020-10-02,30.0,TSLA
2020-10-09,,TSLA
2020-10-16,,TSLA
2020-10-23,,TSLA
2020-10-30,,TSLA
2020-11-06,35.0,TSLA
2020-11-13,,TSLA
2020-11-20,,TSLA
2020-11-27,,TSLA
2020-12-04,45.0,TSLA
2020-12-11,,TSLA
2020-12-18,,TSLA
2020-12-25,,TSLA
2021-01-01,54.0,TSLA
2021-01-08,,TSLA
2021-01-15,,TSLA
2021-01-22,,TSLA
2021-01-29,,TSLA
2021-02-05,47.0,TSLA
2021-02-12,,TSLA
2021-02-19,,TSLA
2021-02-26,,TSLA
2021-03-05,46.0,TSLA
2021-03-12,,TSLA
2021-03-19,,TSLA
2021-03-26,,TSLA
2021-04-02,34.0,TSLA
2021-04-09,,TSLA
2021-04-16,,TSLA
2021-04-23,,TSLA
2021-04-30,,TSLA
2021-05-07,30.0,TSLA
2021-05-14,,TSLA
2021-05-21,,TSLA
2021-05-28,,TSLA
2021-06-04,23.0,TSLA
2021-06-11,,TSLA
2021-06-18,,TSLA
2021-06-25,,TSLA
2021-07-02,19.0,TSLA
2021-07-09,,TSLA
2021-07-16,,TSLA
2021-07-23,,TSLA
2021-07-30,,TSLA
2021-08-06,19.0,TSLA
2021-08-13,,TSLA
2021-08-20,,TSLA
2021-08-27,,TSLA
2021-09-03,17.0,TSLA
2021-09-10,,TSLA
2021-09-17,,TSLA
2021-09-24,,TSLA
2021-10-01,28.0,TSLA
2021-10-08,,TSLA
2021-10-15,,TSLA
2021-10-22,,TSLA
2021-10-29,,TSLA
2021-11-05,42.0,TSLA
2021-11-12,,TSLA
2021-11-19,,TSLA
2021-11-26,,TSLA
2021-12-03,28.0,TSLA
2021-12-10,,TSLA
2021-12-17,,TSLA
2021-12-24,,TSLA
2021-12-31,,TSLA
2022-01-07,30.0,TSLA
2022-01-14,,TSLA
2022-01-21,,TSLA
2022-01-28,,TSLA
2022-02-04,25.0,TSLA
2022-02-11,,TSLA
2022-02-18,,TSLA
2022-02-25,,TSLA
2022-03-04,26.0,TSLA
2022-03-11,,TSLA
2022-03-18,,TSLA
2022-03-25,,TSLA
2022-04-01,27.0,TSLA
2022-04-08,,TSLA
2022-04-15,,TSLA
2022-04-22,,TSLA
2022-04-29,,TSLA
2022-05-06,32.0,TSLA
2022-05-13,,TSLA
2022-05-20,,TSLA
2022-05-27,,TSLA
2022-06-03,27.0,TSLA
2022-06-10,,TSLA
2022-06-17,,TSLA
2022-06-24,,TSLA
2022-07-01,21.0,TSLA
2022-07-08,,TSLA
2022-07-15,,TSLA
2022-07-22,,TSLA
2022-07-29,,TSLA
2022-08-05,27.0,TSLA
2022-08-12,,TSLA
2022-08-19,,TSLA
2022-08-26,,TSLA
2022-09-02,21.0,TSLA
2022-09-09,,TSLA
2022-09-16,,TSLA
2022-09-23,,TSLA
2022-09-30,,TSLA
2022-10-07,23.0,TSLA
2022-10-14,,TSLA
2022-10-21,,TSLA
2022-10-28,,TSLA
2022-11-04,21.0,TSLA
2022-11-11,,TSLA
2022-11-18,,TSLA
2022-11-25,,TSLA
2022-12-02,31.0,TSLA
2022-12-09,,TSLA
2022-12-16,,TSLA
2022-12-23,,TSLA
2022-12-30,,TSLA
2023-01-06,36.0,TSLA
2023-01-13,,TSLA
2023-01-20,,TSLA
2023-01-27,,TSLA
2023-02-03,31.0,TSLA
2023-02-10,,TSLA
2023-02-17,,TSLA
2023-02-24,,TSLA
2023-03-03,22.0,TSLA
2023-03-10,,TSLA
2023-03-17,,TSLA
2023-03-24,,TSLA
2023-03-31,,TSLA
2023-04-07,20.0,TSLA
2023-04-14,,TSLA
2023-04-21,,TSLA
2023-04-28,,TSLA
2023-05-05,18.0,TSLA
2023-05-12,,TSLA
2023-05-19,,TSLA
2023-05-26,,TSLA
2023-06-02,29.0,TSLA
2023-06-09,,TSLA
2023-06-16,,TSLA
2023-06-23,,TSLA
2023-06-30,,TSLA
2023-07-07,24.0,TSLA
2023-07-14,,TSLA
2023-07-21,,TSLA
2023-07-28,,TSLA
2023-08-04,20.0,TSLA
2023-08-11,,TSLA
2023-08-18,,TSLA
2023-08-25,,TSLA
2023-09-01,18.0,TSLA
2023-09-08,,TSLA
2023-09-15,,TSLA
2023-09-22,,TSLA
2023-09-29,,TSLA
2023-10-06,18.0,TSLA
2023-10-13,,TSLA
2023-10-20,,TSLA
2023-10-27,,TSLA
2023-11-03,17.0,TSLA
2023-11-10,,TSLA
2023-11-17,,TSLA
2023-11-24,,TSLA
2023-12-01,17.0,TSLA
2023-12-08,,TSLA
2023-12-15,,TSLA
2023-12-22,,TSLA
2023-12-29,,TSLA
2024-01-05,20.0,TSLA
2024-01-12,,TSLA
2024-01-19,,TSLA
2024-01-26,,TSLA
2024-02-02,18.0,TSLA
2024-02-09,,TSLA
2024-02-16,,TSLA
2024-02-23,,TSLA
2024-03-01,18.0,TSLA
2024-03-08,,TSLA
2024-03-15,,TSLA
2024-03-22,,TSLA
2024-03-29,,TSLA
2024-04-05,24.0,TSLA
2024-04-12,,TSLA
2024-04-19,,TSLA
2024-04-26,,TSLA
2024-05-03,17.0,TSLA
2024-05-10,,TSLA
2024-05-17,,TSLA
2024-05-24,,TSLA
2024-05-31,,TSLA
2024-06-07,15.0,TSLA
2024-06-14,,TSLA
2024-06-21,,TSLA
2024-06-28,,TSLA
2024-07-05,27.0,TSLA
2024-07-12,,TSLA
2024-07-19,,TSLA
2024-07-26,,TSLA
2024-08-02,17.0,TSLA
2024-08-09,,TSLA
2024-08-16,,TSLA
2024-08-23,,TSLA
2024-08-30,,TSLA
2024-09-06,15.0,TSLA
2024-09-13,,TSLA
2024-09-20,,TSLA
2024-09-27,,TSLA
2024-10-04,23.0,TSLA
2024-10-11,,TSLA
2024-10-18,,TSLA
2024-10-25,,TSLA
2024-11-01,38.0,TSLA
2024-11-08,,TSLA
2024-11-15,,TSLA
2024-11-22,,TSLA
2024-11-29,,TSLA
2024-12-06,32.0,TSLA
2024-12-13,,TSLA
2024-12-20,,TSLA
2024-12-27,,TSLA
2025-01-03,30.0,TSLA
2025-01-10,,TSLA
2025-01-17,,TSLA
2025-01-24,,TSLA
2025-01-31,,TSLA
2025-02-07,36.0,TSLA
2025-02-14,,TSLA
2025-02-21,,TSLA
2025-02-28,,TSLA
2025-03-07,100.0,TSLA
2025-03-14,,TSLA
2025-03-21,,TSLA
2025-03-28,,TSLA
2025-04-04,71.0,TSLA
2025-04-11,,TSLA
2025-04-18,,TSLA
2025-04-25,,TSLA
2025-05-02,31.0,TSLA
2025-05-09,,TSLA
2025-05-16,,TSLA
2025-05-23,,TSLA
2025-05-30,,TSLA
2025-06-06,40.0,TSLA
2025-06-13,,TSLA
2025-06-20,,TSLA
2025-06-27,,TSLA
2025-07-04,32.0,TSLA
2025-07-11,,TSLA
2025-07-18,,TSLA
2025-07-25,,TSLA
2025-08-01,28.0,TSLA
2025-08-08,,TSLA
2025-08-15,,TSLA
2025-08-22,,TSLA
2025-08-29,,TSLA
2025-09-05,29.0,TSLA
2025-09-12,,TSLA
2025-09-19,,TSLA
2025-09-26,,TSLA
2025-10-03,28.0,TSLA
2025-10-10,,TSLA
2025-10-17,,TSLA
2025-10-24,,TSLA
2025-10-31,,TSLA
2025-11-07,23.0,TSLA
2025-11-14,,TSLA
2025-11-21,,TSLA
2025-11-28,,TSLA
2025-12-05,21.0,TSLA
2025-12-12,,TSLA
2025-12-19,,TSLA
2025-12-26,,TSLA
2026-01-02,19.0,TSLA
